City,Product Type,Trip or Order Status,Request Time,Begin Trip Time,Begin Trip Lat,Begin Trip Lng,Begin Trip Address,Dropoff Time,Dropoff Lat,Dropoff Lng,Dropoff Address,Distance (miles),Fare Amount,Fare Currency
Bucharest,UberX,COMPLETED,2023-04-09 10:11:42 +0000 UTC,2023-04-09 10:13:00 +0000 UTC,44.43411,26.09472,"Strada Ion Brezoianu 12, București 030167, Romania",2023-04-09 10:41:35 +0000 UTC,44.36206,26.11515,"Drumul Binelui 246, București 042152, Romania",7.08,25.87,RON
Bucharest,UberX,CANCELED,2023-04-09 07:41:08 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,44.438694,26.12296,"Str. Popa Nan 1, București 030167, Romania",1970-01-01 00:00:00 +0000 UTC,44.438694,26.12296,"Str. Popa Nan 1, București 030167, Romania",0,0,RON
Bucharest,Select,COMPLETED,2023-04-08 16:11:54 +0000 UTC,2023-04-08 16:13:14 +0000 UTC,44.435123,26.100132,"Bucharest, Romania",2023-04-08 16:19:31 +0000 UTC,44.43485,26.12558,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",1.71,11,RON
Bucharest,Select,COMPLETED,2023-04-08 14:34:16 +0000 UTC,2023-04-08 14:36:11 +0000 UTC,44.435253,26.125631,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",2023-04-08 14:47:55 +0000 UTC,44.436245,26.096214,"Strada Ion Oteteleșanu 3b, București 010143, Romania",2,11,RON
Bucharest,UberX,COMPLETED,2023-04-08 13:46:08 +0000 UTC,2023-04-08 13:47:55 +0000 UTC,44.43378,26.007618,"Bulevardul Iuliu Maniu 97, București, Romania",2023-04-08 14:12:48 +0000 UTC,44.435265,26.125698,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",6.27,24.47,RON
Bucharest,UberX,COMPLETED,2023-04-07 04:45:10 +0000 UTC,2023-04-07 04:47:26 +0000 UTC,44.435253,26.125633,"Strada Țepeș Vodă 70, București 030167, Romania",2023-04-07 05:16:11 +0000 UTC,44.433235,26.005835,"Strada Valea Cascadelor 1, București 061511, Romania",7.11,28.8,RON
Bucharest,Comfort,COMPLETED,2023-04-06 19:41:53 +0000 UTC,2023-04-06 19:44:57 +0000 UTC,44.428898,26.095404,"Strada Apolodor 2, București 030167, Romania",2023-04-06 19:53:12 +0000 UTC,44.435253,26.12562,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",1.7,11.4,RON
Bucharest,UberX,COMPLETED,2023-04-06 13:45:51 +0000 UTC,2023-04-06 13:50:22 +0000 UTC,44.439945,26.108335,"UTI Business Center, Strada Vasile Lascăr 31, București 030167, Romania",2023-04-06 14:02:20 +0000 UTC,44.433323,26.09778,"Calea Victoriei 16-20, București 030027, Romania",1.26,12.87,RON
Bucharest,Comfort,COMPLETED,2023-04-06 11:04:57 +0000 UTC,2023-04-06 11:11:21 +0000 UTC,44.477184,26.096598,"Strada Moeciu 18, București 077190, Romania",2023-04-06 11:33:03 +0000 UTC,44.44002,26.10835,"UTI Business Center, Strada Vasile Lascăr 31, București 030167, Romania",3.71,16.5,RON
Bucharest,Comfort,COMPLETED,2023-04-06 09:17:16 +0000 UTC,2023-04-06 09:21:10 +0000 UTC,44.440052,26.10843,"Strada Armand Călinescu 40, București 030167, Romania",2023-04-06 09:47:49 +0000 UTC,44.476925,26.095776,"Strada Zăgazului 4C, București, Romania",3.83,23.81,RON
Bucharest,UberX,COMPLETED,2023-04-06 07:02:30 +0000 UTC,2023-04-06 07:04:41 +0000 UTC,44.435265,26.125656,"Strada Țepeș Vodă 70, București 030167, Romania",2023-04-06 07:11:47 +0000 UTC,44.430607,26.112152,"Strada Logofătul Udriște 9-15, București 030167, Romania",1.17,10.4,RON
Bucharest,UberX,COMPLETED,2023-04-06 05:43:44 +0000 UTC,2023-04-06 05:45:47 +0000 UTC,44.435265,26.125557,"Strada Țepeș Vodă 70, București 030167, Romania",2023-04-06 05:51:59 +0000 UTC,44.421238,26.130972,"Strada Brăilița 88, București 000000, Romania",1.53,9.6,RON
Bucharest,UberX,COMPLETED,2023-04-05 19:45:50 +0000 UTC,2023-04-05 19:49:21 +0000 UTC,44.477398,26.06401,"C5, Pavilion C5 Romexpo, București, Romania",2023-04-05 20:09:07 +0000 UTC,44.43526,26.125635,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",5.67,21.19,RON
Bucharest,UberX,COMPLETED,2023-04-05 17:17:32 +0000 UTC,2023-04-05 17:20:36 +0000 UTC,44.435352,26.125381,"Str. Popa Nan 62, București 030167, Romania",2023-04-05 17:49:10 +0000 UTC,44.477318,26.063768,"C5, Pavilion C5 Romexpo, București, Romania",5.57,21.34,RON
Bucharest,UberX,COMPLETED,2023-04-05 16:42:41 +0000 UTC,2023-04-05 16:46:12 +0000 UTC,44.440525,26.119833,"Strada Dimitrie Onciul 10, București 030167, Romania",2023-04-05 16:49:43 +0000 UTC,44.43529,26.126041,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",0.61,10.8,RON
Bucharest,UberX,COMPLETED,2023-04-05 15:06:56 +0000 UTC,2023-04-05 15:08:36 +0000 UTC,44.44011,26.10862,"Strada Armand Călinescu 40, București 030167, Romania",2023-04-05 15:16:13 +0000 UTC,44.44382,26.11856,"Strada Dimitrie Onciul 17, București 030167, Romania",0.77,8.8,RON
Bucharest,UberX,COMPLETED,2023-04-05 05:40:08 +0000 UTC,2023-04-05 05:44:26 +0000 UTC,44.43534,26.12603,"Strada Țepeș Vodă 70, București 030167, Romania",2023-04-05 05:50:16 +0000 UTC,44.421112,26.130909,"Strada Brăilița 88, București 000000, Romania",1.41,11.2,RON
Bucharest,UberX,CANCELED,2023-04-04 14:29:02 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,44.440083,26.108377,"Strada Armand Călinescu 40, București 030167, Romania",1970-01-01 00:00:00 +0000 UTC,44.440083,26.108377,"Strada Armand Călinescu 40, București 030167, Romania",0,0,RON
Bucharest,Select,CANCELED,2023-04-04 14:27:43 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,44.44007,26.108377,"Strada Armand Călinescu 40, București 030167, Romania",1970-01-01 00:00:00 +0000 UTC,44.44007,26.108377,"Strada Armand Călinescu 40, București 030167, Romania",0,0,RON
Bucharest,UberX,COMPLETED,2023-04-04 06:49:47 +0000 UTC,2023-04-04 06:51:58 +0000 UTC,44.43538,26.125341,"Str. Popa Nan 62, București 030167, Romania",2023-04-04 06:59:41 +0000 UTC,44.438522,26.10832,"S.da Italiană 16, București 030167, Romania",1.1,9.6,RON
Bucharest,UberX,CANCELED,2023-04-04 05:44:20 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,44.43526,26.125591,"Strada Țepeș Vodă 70, București 030167, Romania",1970-01-01 00:00:00 +0000 UTC,44.43526,26.125591,"Strada Țepeș Vodă 70, București 030167, Romania",0,0,RON
Bucharest,Select,COMPLETED,2023-04-03 17:18:07 +0000 UTC,2023-04-03 17:21:55 +0000 UTC,44.454346,26.082664,"Strada Monetăriei 14, București, Romania",2023-04-03 17:32:42 +0000 UTC,44.435246,26.125614,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",2.97,12.89,RON
Bucharest,Select,COMPLETED,2023-04-03 15:27:17 +0000 UTC,2023-04-03 15:29:35 +0000 UTC,44.44014,26.108646,"UTI Business Center, Strada Vasile Lascăr 31, București 030167, Romania",2023-04-03 15:37:30 +0000 UTC,44.453773,26.08613,"Piata Victoriei, București, Romania",1.81,12,RON
Bucharest,Select,COMPLETED,2023-04-03 06:35:24 +0000 UTC,2023-04-03 06:38:17 +0000 UTC,44.43532,26.12598,"Strada Țepeș Vodă 66, București 030167, Romania",2023-04-03 06:49:07 +0000 UTC,44.43854,26.10844,"S.da Italiană 16, București 030167, Romania",1.16,10,RON
Bucharest,UberX,COMPLETED,2023-04-03 05:45:48 +0000 UTC,2023-04-03 05:48:07 +0000 UTC,44.435272,26.125679,"Strada Țepeș Vodă 70, București 030167, Romania",2023-04-03 05:54:31 +0000 UTC,44.42117,26.130884,"Strada Brăilița 88, București 000000, Romania",1.42,10.4,RON
Bucharest,Select,COMPLETED,2023-04-02 16:48:34 +0000 UTC,2023-04-02 16:53:17 +0000 UTC,44.433388,26.097845,"Calea Victoriei 16-20, București 030027, Romania",2023-04-02 17:02:53 +0000 UTC,44.435284,26.125654,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",1.91,16,RON
Bucharest,UberX,COMPLETED,2023-04-02 12:49:55 +0000 UTC,2023-04-02 12:52:53 +0000 UTC,44.43507,26.125235,"Str. Popa Nan 64, București 030167, Romania",2023-04-02 12:58:32 +0000 UTC,44.425,26.129578,"Bloc 15, Piața Alba Iulia 6, București 031104, Romania",1.11,12.8,RON
Bucharest,UberX,CANCELED,2023-04-02 08:48:23 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,44.465466,26.085892,"Piața Charles de Gaulle 1a, București 021021, Romania",1970-01-01 00:00:00 +0000 UTC,44.465466,26.085892,"Piața Charles de Gaulle 1a, București 021021, Romania",0,0,RON
Bucharest,Comfort,COMPLETED,2023-04-02 07:36:42 +0000 UTC,2023-04-02 07:39:52 +0000 UTC,44.435444,26.125345,"Str. Popa Nan 62, București 030167, Romania",2023-04-02 07:54:19 +0000 UTC,44.46512,26.083931,"Piața Charles de Gaulle 13, București 011857, Romania",3.82,21.76,RON
Bucharest,UberX,COMPLETED,2023-04-01 18:05:35 +0000 UTC,2023-04-01 18:10:41 +0000 UTC,44.362072,26.11513,"Drumul Binelui 246, București 042152, Romania",2023-04-01 18:32:23 +0000 UTC,44.435272,26.1257,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",6.64,27.56,RON
Bucharest,UberX,COMPLETED,2023-03-31 17:15:09 +0000 UTC,2023-03-31 17:17:22 +0000 UTC,44.433315,26.097797,"Calea Victoriei 21, București 030167, Romania",2023-03-31 17:26:44 +0000 UTC,44.43526,26.12566,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",1.89,12.8,RON
Bucharest,UberX,COMPLETED,2023-03-31 05:42:32 +0000 UTC,2023-03-31 05:44:58 +0000 UTC,44.43523,26.125614,"Strada Țepeș Vodă 70, București 030167, Romania",2023-03-31 05:59:28 +0000 UTC,44.42671,26.121752,"Strada Ion Racoţeanu 1, București, Romania",2.38,13.05,RON
Bucharest,UberX,COMPLETED,2023-03-30 14:44:08 +0000 UTC,2023-03-30 14:50:10 +0000 UTC,44.477272,26.063913,"C5, Pavilion C5 Romexpo, București, Romania",2023-03-30 15:31:52 +0000 UTC,44.435432,26.125116,"Str. Popa Nan 62, București 030167, Romania",5.25,29.05,RON
Bucharest,UberX,COMPLETED,2023-03-30 12:39:33 +0000 UTC,2023-03-30 12:45:37 +0000 UTC,44.439995,26.108482,"Strada Armand Călinescu 40, București 030167, Romania",2023-03-30 13:12:11 +0000 UTC,44.477325,26.063797,"C5, Pavilion C5 Romexpo, București, Romania",4.46,22.39,RON
Bucharest,Select,COMPLETED,2023-03-29 17:19:44 +0000 UTC,2023-03-29 17:21:19 +0000 UTC,44.425,26.129534,"E81 6, București, Romania",2023-03-29 17:25:31 +0000 UTC,44.43534,26.12588,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",1.04,16,RON
Bucharest,Select,COMPLETED,2023-03-29 14:53:03 +0000 UTC,2023-03-29 15:00:13 +0000 UTC,44.44023,26.10856,"UTI Business Center, Strada Vasile Lascăr 31, București 030167, Romania",2023-03-29 15:16:25 +0000 UTC,44.42501,26.12967,"E81 6, București, Romania",2.29,19.6,RON
Bucharest,UberX,COMPLETED,2023-03-29 05:43:11 +0000 UTC,2023-03-29 05:47:54 +0000 UTC,44.435436,26.125107,"Bucharest, Romania",2023-03-29 05:58:10 +0000 UTC,44.43885,26.10885,"S.da Italiană 16, București 030167, Romania",1.23,19.58,RON
Bucharest,UberX,CANCELED,2023-03-29 05:38:41 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,44.43526,26.125587,"Strada Țepeș Vodă 70, București 030167, Romania",1970-01-01 00:00:00 +0000 UTC,44.43526,26.125587,"Strada Țepeș Vodă 70, București 030167, Romania",0,0,RON
Bucharest,UberX,COMPLETED,2023-03-28 08:00:13 +0000 UTC,2023-03-28 08:05:25 +0000 UTC,44.427044,26.115328,"Strada Anton Pann 54, București 030167, Romania",2023-03-28 08:12:21 +0000 UTC,44.43527,26.125717,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",1.06,12.87,RON
Bucharest,UberX,CANCELED,2023-03-28 06:47:51 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,44.428204,26.132174,"Bulevardul Decebal, București, Romania",1970-01-01 00:00:00 +0000 UTC,44.428204,26.132174,"Bulevardul Decebal, București, Romania",0,0,RON
Bucharest,UberX,COMPLETED,2023-03-27 17:24:31 +0000 UTC,2023-03-27 17:27:49 +0000 UTC,44.43004,26.135214,"Bulevardul Decebal 13, București 030964, Romania",2023-03-27 17:32:04 +0000 UTC,44.43531,26.125652,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",0.77,12.8,RON
Bucharest,UberX,CANCELED,2023-03-27 15:34:39 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,44.439903,26.108356,"Str. Batiștei 36, București 030167, Romania",1970-01-01 00:00:00 +0000 UTC,44.439903,26.108356,"Str. Batiștei 36, București 030167, Romania",0,0,RON
Bucharest,UberX,COMPLETED,2023-03-27 07:59:42 +0000 UTC,2023-03-27 08:02:04 +0000 UTC,44.43525,26.125616,"Strada Țepeș Vodă 66, București 030167, Romania",2023-03-27 08:08:49 +0000 UTC,44.430645,26.112108,"Strada Logofătul Udriște 9-15, București 030167, Romania",1.26,14.52,RON
Bucharest,Select,COMPLETED,2023-03-26 18:44:23 +0000 UTC,2023-03-26 18:47:39 +0000 UTC,44.45828,26.09998,"Strada Cornescu 4, București 011661, Romania",2023-03-26 18:54:59 +0000 UTC,44.43525,26.125782,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",3.02,18.27,RON
Bucharest,Select,COMPLETED,2023-03-26 16:15:22 +0000 UTC,2023-03-26 16:17:17 +0000 UTC,44.43528,26.12563,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",2023-03-26 16:31:25 +0000 UTC,44.45828,26.09999,"Strada Cornescu 4, București 011661, Romania",3.52,17.34,RON
Bucharest,UberX,CANCELED,2023-03-26 15:15:17 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,44.43524,26.125568,"Strada Țepeș Vodă 66, București 030167, Romania",1970-01-01 00:00:00 +0000 UTC,44.43524,26.125568,"Strada Țepeș Vodă 66, București 030167, Romania",0,0,RON
Bucharest,UberX,CANCELED,2023-03-26 15:10:25 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,44.43524,26.125568,"Strada Țepeș Vodă 66, București 030167, Romania",1970-01-01 00:00:00 +0000 UTC,44.43524,26.125568,"Strada Țepeș Vodă 66, București 030167, Romania",0,0,RON
Ploiesti,UberX,CANCELED,2023-03-25 19:01:41 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0,0,RON
Ploiesti,UberX,CANCELED,2023-03-25 18:36:32 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0,0,RON
Bucharest,UberX,COMPLETED,2023-03-25 07:32:51 +0000 UTC,2023-03-25 07:36:59 +0000 UTC,44.435486,26.12543,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",2023-03-25 07:53:31 +0000 UTC,44.447006,26.075119,"North Railway Station Neighborhood, Bucharest, Romania",3.41,20.72,RON
Bucharest,UberX,COMPLETED,2023-03-24 19:58:49 +0000 UTC,2023-03-24 20:00:47 +0000 UTC,44.474052,26.064283,"Bulevardul Expoziției 1-3, București 012244, Romania",2023-03-24 20:32:42 +0000 UTC,44.41664,26.157148,"Bloc V37, Strada Lotrioara, București 032167, Romania",8.25,36.49,RON
Bucharest,UberX,COMPLETED,2023-03-24 18:33:43 +0000 UTC,2023-03-24 18:34:51 +0000 UTC,44.434013,26.097897,"Strada Eforiei 23, București 030167, Romania",2023-03-24 18:50:29 +0000 UTC,44.474613,26.064201,"C5, Pavilion C5 Romexpo, București, Romania",4.11,17.23,RON
Bucharest,UberX,COMPLETED,2023-03-24 06:36:39 +0000 UTC,2023-03-24 06:41:46 +0000 UTC,44.43532,26.12568,"Strada Țepeș Vodă 70, București 030167, Romania",2023-03-24 06:48:37 +0000 UTC,44.42122,26.13094,"Strada Brăilița 88, București 000000, Romania",1.42,11.2,RON
Bucharest,UberX,COMPLETED,2023-03-23 17:16:09 +0000 UTC,2023-03-23 17:17:50 +0000 UTC,44.43817,26.103523,"Str. Batiștei 11, București 030167, Romania",2023-03-23 17:26:20 +0000 UTC,44.435238,26.12568,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",1.46,11.2,RON
Bucharest,UberX,COMPLETED,2023-03-23 11:20:56 +0000 UTC,2023-03-23 11:22:59 +0000 UTC,44.43995,26.10841,"UTI Business Center, Strada Vasile Lascăr 31, București 030167, Romania",2023-03-23 11:27:35 +0000 UTC,44.43061,26.11219,"Strada Logofătul Udriște 9-15, București 030167, Romania",0.89,10.4,RON
Bucharest,UberX,COMPLETED,2023-03-23 10:28:12 +0000 UTC,2023-03-23 10:30:11 +0000 UTC,44.43077,26.112173,"Strada Logofătul Udriște 9-15, București 030167, Romania",2023-03-23 10:34:47 +0000 UTC,44.440018,26.108393,"UTI Business Center, Strada Vasile Lascăr 31, București 030167, Romania",0.88,10.4,RON
Bucharest,UberX,COMPLETED,2023-03-23 10:15:16 +0000 UTC,2023-03-23 10:19:17 +0000 UTC,44.4354,26.125198,"Strada Țepeș Vodă 70, București 030167, Romania",2023-03-23 10:24:38 +0000 UTC,44.430653,26.112007,"Strada Logofătul Udriște 9-15, București 030167, Romania",1.09,12,RON
Bucharest,UberX,COMPLETED,2023-03-23 06:38:11 +0000 UTC,2023-03-23 06:41:49 +0000 UTC,44.43524,26.125471,"Strada Țepeș Vodă 70, București 030167, Romania",2023-03-23 06:48:15 +0000 UTC,44.421257,26.131012,"Strada Brăilița 88, București 000000, Romania",1.6,10.4,RON
Bucharest,UberX,CANCELED,2023-03-22 16:51:53 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,44.44043,26.10009,"Bulevardul Nicolae Bălcescu 36, București 030167, Romania",1970-01-01 00:00:00 +0000 UTC,44.44044,26.10009,"Bulevardul Nicolae Bălcescu 36, București 030167, Romania",0,0,RON
Bucharest,UberX,COMPLETED,2023-03-22 08:25:16 +0000 UTC,2023-03-22 08:27:13 +0000 UTC,44.430885,26.112587,"Strada Logofătul Udriște 9-15, București 030167, Romania",2023-03-22 08:33:35 +0000 UTC,44.43834,26.107864,"S.da Italiană 16, București 030167, Romania",0.77,12,RON
Bucharest,UberX,COMPLETED,2023-03-22 08:14:03 +0000 UTC,2023-03-22 08:14:58 +0000 UTC,44.43858,26.108385,"S.da Italiană 14, București 030167, Romania",2023-03-22 08:22:36 +0000 UTC,44.430626,26.112188,"Strada Logofătul Udriște 9-15, București 030167, Romania",0.84,9.6,RON
Bucharest,UberX,COMPLETED,2023-03-22 07:15:41 +0000 UTC,2023-03-22 07:18:07 +0000 UTC,44.435287,26.125597,"Strada Țepeș Vodă 70, București 030167, Romania",2023-03-22 07:27:20 +0000 UTC,44.430656,26.112024,"Strada Logofătul Udriște 9-15, București 030167, Romania",1.18,10.4,RON
Bucharest,UberX,COMPLETED,2023-03-22 06:36:47 +0000 UTC,2023-03-22 06:43:58 +0000 UTC,44.43533,26.125975,"Strada Țepeș Vodă 70, București 030167, Romania",2023-03-22 06:50:11 +0000 UTC,44.421432,26.131142,"Strada Brăilița 88, București 000000, Romania",1.38,13.44,RON
Bucharest,UberX,COMPLETED,2023-03-21 06:35:39 +0000 UTC,2023-03-21 06:40:31 +0000 UTC,44.43528,26.12562,"Strada Țepeș Vodă 70, București 030167, Romania",2023-03-21 06:46:07 +0000 UTC,44.42115,26.13085,"Strada Brăilița 88, București 000000, Romania",1.46,12.32,RON
Bucharest,UberX,COMPLETED,2023-03-20 10:41:55 +0000 UTC,2023-03-20 10:44:42 +0000 UTC,44.43535,26.125383,"Strada Țepeș Vodă 66, București 030167, Romania",2023-03-20 10:53:31 +0000 UTC,44.44013,26.108624,"UTI Business Center, Strada Vasile Lascăr 31, București 030167, Romania",1.27,11.2,RON
Bucharest,UberX,COMPLETED,2023-03-20 10:05:17 +0000 UTC,2023-03-20 10:09:04 +0000 UTC,44.38994,26.142403,"Șoseaua Vitan-Bârzești 9-11, București 077160, Romania",2023-03-20 10:22:58 +0000 UTC,44.435337,26.125662,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",3.84,14.79,RON
Bucharest,Select,COMPLETED,2023-03-20 08:52:27 +0000 UTC,2023-03-20 08:55:14 +0000 UTC,44.439808,26.108528,"UTI Business Center, Strada Vasile Lascăr 31, București 030167, Romania",2023-03-20 09:19:16 +0000 UTC,44.389957,26.142414,"Șoseaua Vitan-Bârzești 9-11, București 077160, Romania",5.19,27.97,RON
Bucharest,UberX,COMPLETED,2023-03-20 07:07:35 +0000 UTC,2023-03-20 07:09:50 +0000 UTC,44.435135,26.125084,"Bucharest, Romania",2023-03-20 07:20:49 +0000 UTC,44.438522,26.108412,"S.da Italiană 16, București 030167, Romania",1.12,11.2,RON
Bucharest,Select,COMPLETED,2023-03-19 17:43:27 +0000 UTC,2023-03-19 17:49:49 +0000 UTC,44.41826,26.1597,"Aleea Lunca Mureșului 7, București 032711, Romania",2023-03-19 17:58:40 +0000 UTC,44.43528,26.12559,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",2.68,10,RON
Bucharest,Select,COMPLETED,2023-03-19 14:46:07 +0000 UTC,2023-03-19 14:48:24 +0000 UTC,44.441196,26.097702,"Strada Benjamin Franklin 3, București 030167, Romania",2023-03-19 15:08:12 +0000 UTC,44.42,26.148075,"Str. Liviu Rebreanu 4, București 031749, Romania",3.63,18.95,RON
Bucharest,UberX,CANCELED,2023-03-17 06:42:23 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,44.43724,26.12097,"Strada Traian 186, București 030167, Romania",1970-01-01 00:00:00 +0000 UTC,44.4373,26.12086,"Strada Constantin Kirițescu 36, București 030167, Romania",0,0,RON
Bucharest,Select,CANCELED,2023-03-17 06:40:58 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,44.4373,26.13617,"Bucharest, Romania",1970-01-01 00:00:00 +0000 UTC,44.43382,26.13676,"Strada Episcopul Damaschin 2, București, Romania",0,0,RON
Bucharest,Select,COMPLETED,2023-03-16 19:13:18 +0000 UTC,2023-03-16 19:16:56 +0000 UTC,44.41967,26.03462,"Str. Brașov 21f, București, Romania",2023-03-16 19:32:56 +0000 UTC,44.43529,26.12565,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",5.41,25.57,RON
Bucharest,Select,COMPLETED,2023-03-15 20:35:50 +0000 UTC,2023-03-15 20:41:38 +0000 UTC,44.43454,26.08585,"Bulevardul Mihail Kogălniceanu 17, București 030167, Romania",2023-03-15 20:51:31 +0000 UTC,44.43526,26.1256,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",2.47,11,RON
Bucharest,Select,COMPLETED,2023-03-15 12:36:05 +0000 UTC,2023-03-15 12:39:09 +0000 UTC,44.43983,26.10835,"Str. Batiștei 36, București 030167, Romania",2023-03-15 12:45:42 +0000 UTC,44.43527,26.12556,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",1.27,10,RON
Bucharest,UberX,COMPLETED,2023-03-15 06:42:04 +0000 UTC,2023-03-15 06:45:45 +0000 UTC,44.435406,26.125381,"Bucharest, Romania",2023-03-15 06:58:14 +0000 UTC,44.438534,26.108316,"S.da Italiană 16, București 030167, Romania",1.21,9.6,RON
Bucharest,UberX,CANCELED,2023-03-15 06:39:34 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,44.44073,26.1221,"Strada Iancu Căpitanu 1, București 030167, Romania",1970-01-01 00:00:00 +0000 UTC,44.4407,26.12213,"Strada Ion Vasilescu 1, București 030167, Romania",0,0,RON
Bucharest,UberX,CANCELED,2023-03-15 06:36:57 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0,0,RON
Bucharest,UberX,COMPLETED,2023-03-14 06:36:07 +0000 UTC,2023-03-14 06:39:41 +0000 UTC,44.435265,26.125628,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",2023-03-14 06:46:33 +0000 UTC,44.421185,26.130926,"Strada Brăilița 88, București 000000, Romania",1.42,11.2,RON
Bucharest,UberX,CANCELED,2023-03-13 06:40:30 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,44.44058,26.11978,"Strada Zece Mese 19, București 030167, Romania",1970-01-01 00:00:00 +0000 UTC,44.44019,26.12055,"Bucharest, Romania",0,0,RON
Bucharest,UberX,CANCELED,2023-03-13 06:39:59 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0,0,RON
Bucharest,UberX,COMPLETED,2023-03-11 20:22:34 +0000 UTC,2023-03-11 20:24:59 +0000 UTC,44.362083,26.115173,"Drumul Binelui 246, București 042152, Romania",2023-03-11 20:46:38 +0000 UTC,44.43524,26.12566,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",6.13,23.62,RON
Bucharest,UberX,COMPLETED,2023-03-11 16:52:33 +0000 UTC,2023-03-11 16:55:46 +0000 UTC,44.435352,26.12605,"Strada Țepeș Vodă 70, București 030167, Romania",2023-03-11 17:18:37 +0000 UTC,44.362343,26.115334,"Drumul Binelui 246, București 042152, Romania",6.33,20.91,RON
Bucharest,UberX,COMPLETED,2023-03-09 18:07:07 +0000 UTC,2023-03-09 18:08:55 +0000 UTC,44.43815,26.103247,"Str. Batiștei 4, București 030167, Romania",2023-03-09 18:16:56 +0000 UTC,44.43523,26.125635,"Strada Țepeș Vodă nr. 68-70, București 021526, Romania",1.44,12.8,RON
Bucharest,UberX,COMPLETED,2023-03-09 17:10:50 +0000 UTC,2023-03-09 17:13:52 +0000 UTC,44.43709,26.110025,"Bucharest 030167, Romania",2023-03-09 17:18:05 +0000 UTC,44.437263,26.098772,"Strada Ion Câmpineanu 11, București 010031, Romania",0.73,12.8,RON
Bucharest,UberX,CANCELED,2023-03-08 16:38:53 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,44.43948,26.1064,"Str. Batiștei 28, București 030167, Romania",1970-01-01 00:00:00 +0000 UTC,44.43934,26.10573,"Str. Batiștei 26, București 030167, Romania",0,0,RON
Bucharest,UberX,CANCELED,2023-03-08 16:32:21 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,44.4265,26.1041,"Piața Unirii, București, Romania",1970-01-01 00:00:00 +0000 UTC,44.4265,26.1041,"Piața Unirii, București, Romania",0,0,RON
Bucharest,UberX,CANCELED,2023-03-08 16:30:55 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,,0,0,RON
Bucharest,UberX,CANCELED,2023-03-08 16:28:12 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,44.43725,26.10166,"Bulevardul Nicolae Bălcescu 4, București 010051, Romania",1970-01-01 00:00:00 +0000 UTC,44.43924,26.1006,"Bulevardul Nicolae Bălcescu 22, București 030167, Romania",0,0,RON
